"SOURCE","Source","BRANCH","Branch","TYPEXP","Type of Expenditure","TYPROG","Type of Programme","UNIT","Measure","COUNTRY","Country","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","LUX","Luxembourg","2019","2019","PC","Percentage","0","Units",,,17.865,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","PRT","Portugal","2003","2003","PC","Percentage","0","Units",,,21.081,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","PRT","Portugal","2005","2005","PC","Percentage","0","Units",,,22.111,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","PRT","Portugal","2007","2007","PC","Percentage","0","Units",,,21.489,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","PRT","Portugal","2009","2009","PC","Percentage","0","Units",,,24.518,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","PRT","Portugal","2011","2011","PC","Percentage","0","Units",,,23.865,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","PRT","Portugal","2013","2013","PC","Percentage","0","Units",,,24.059,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","PRT","Portugal","2015","2015","PC","Percentage","0","Units",,,23.226,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","PRT","Portugal","2017","2017","PC","Percentage","0","Units",,,22.235,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","PRT","Portugal","2019","2019","PC","Percentage","0","Units",,,21.693,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","MEX","Mexico","1999","1999","PC","Percentage","0","Units",,,4.091,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","MEX","Mexico","2001","2001","PC","Percentage","0","Units",,,5.891,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","MEX","Mexico","2003","2003","PC","Percentage","0","Units",,,6.652,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","MEX","Mexico","2005","2005","PC","Percentage","0","Units",,,6.984,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","MEX","Mexico","2007","2007","PC","Percentage","0","Units",,,7.17,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","MEX","Mexico","2009","2009","PC","Percentage","0","Units",,,7.572,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","MEX","Mexico","2011","2011","PC","Percentage","0","Units",,,7.28,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","MEX","Mexico","2013","2013","PC","Percentage","0","Units",,,7.679,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","MEX","Mexico","2015","2015","PC","Percentage","0","Units",,,7.687,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","MEX","Mexico","2017","2017","PC","Percentage","0","Units",,,7.487,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","MEX","Mexico","2019","2019","PC","Percentage","0","Units",,,7.493,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","DEU","Germany","1995","1995","PC","Percentage","0","Units",,,24.859,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","DEU","Germany","1997","1997","PC","Percentage","0","Units",,,25.383,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","DEU","Germany","1999","1999","PC","Percentage","0","Units",,,26.812,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","DEU","Germany","2001","2001","PC","Percentage","0","Units",,,25.894,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","DEU","Germany","2003","2003","PC","Percentage","0","Units",,,27.004,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","DEU","Germany","2005","2005","PC","Percentage","0","Units",,,26.375,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","DEU","Germany","2007","2007","PC","Percentage","0","Units",,,24.088,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","DEU","Germany","2009","2009","PC","Percentage","0","Units",,,26.531,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","DEU","Germany","2011","2011","PC","Percentage","0","Units",,,24.64,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","DEU","Germany","2013","2013","PC","Percentage","0","Units",,,24.842,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","DEU","Germany","2015","2015","PC","Percentage","0","Units",,,24.959,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","DEU","Germany","2017","2017","PC","Percentage","0","Units",,,25.06,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","DEU","Germany","2019","2019","PC","Percentage","0","Units",,,25.404,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NZL","New Zealand","1997","1997","PC","Percentage","0","Units",,,16.015,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NZL","New Zealand","1999","1999","PC","Percentage","0","Units",,,16.151,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NZL","New Zealand","2001","2001","PC","Percentage","0","Units",,,15.502,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NZL","New Zealand","2003","2003","PC","Percentage","0","Units",,,14.826,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NZL","New Zealand","2005","2005","PC","Percentage","0","Units",,,17.754,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NZL","New Zealand","2007","2007","PC","Percentage","0","Units",,,18.62,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NZL","New Zealand","2009","2009","PC","Percentage","0","Units",,,21.571,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NZL","New Zealand","2011","2011","PC","Percentage","0","Units",,,21.047,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NZL","New Zealand","2013","2013","PC","Percentage","0","Units",,,19.422,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NZL","New Zealand","2015","2015","PC","Percentage","0","Units",,,18.197,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NZL","New Zealand","2017","2017","PC","Percentage","0","Units",,,17.042,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NZL","New Zealand","2019","2019","PC","Percentage","0","Units",,,21.542,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","SVK","Slovak Republic","2001","2001","PC","Percentage","0","Units",,,16.619,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","SVK","Slovak Republic","2003","2003","PC","Percentage","0","Units",,,16.468,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","SVK","Slovak Republic","2005","2005","PC","Percentage","0","Units",,,14.735,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","SVK","Slovak Republic","2007","2007","PC","Percentage","0","Units",,,14.908,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","SVK","Slovak Republic","2009","2009","PC","Percentage","0","Units",,,17.935,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","SVK","Slovak Republic","2011","2011","PC","Percentage","0","Units",,,16.843,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","SVK","Slovak Republic","2013","2013","PC","Percentage","0","Units",,,17.344,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","SVK","Slovak Republic","2015","2015","PC","Percentage","0","Units",,,16.794,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","SVK","Slovak Republic","2017","2017","PC","Percentage","0","Units",,,17.025,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","SVK","Slovak Republic","2019","2019","PC","Percentage","0","Units",,,16.995,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ESP","Spain","2001","2001","PC","Percentage","0","Units",,,16.711,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ESP","Spain","2003","2003","PC","Percentage","0","Units",,,17.873,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ESP","Spain","2005","2005","PC","Percentage","0","Units",,,18.335,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ESP","Spain","2007","2007","PC","Percentage","0","Units",,,18.89,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ESP","Spain","2009","2009","PC","Percentage","0","Units",,,24.406,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ESP","Spain","2011","2011","PC","Percentage","0","Units",,,24.329,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ESP","Spain","2013","2013","PC","Percentage","0","Units",,,24.026,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ESP","Spain","2015","2015","PC","Percentage","0","Units",,,23.105,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ESP","Spain","2017","2017","PC","Percentage","0","Units",,,22.454,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ESP","Spain","2019","2019","PC","Percentage","0","Units",,,23.233,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","1997","1997","PC","Percentage","0","Units",,,15.978,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","1999","1999","PC","Percentage","0","Units",,,17.854,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","2001","2001","PC","Percentage","0","Units",,,18.949,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","2003","2003","PC","Percentage","0","Units",,,18.895,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","2005","2005","PC","Percentage","0","Units",,,18.893,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","2007","2007","PC","Percentage","0","Units",,,19.876,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","2009","2009","PC","Percentage","0","Units",,,23.211,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","2011","2011","PC","Percentage","0","Units",,,24.273,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","2013","2013","PC","Percentage","0","Units",,,24.034,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","2015","2015","PC","Percentage","0","Units",,,23.536,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","2017","2017","PC","Percentage","0","Units",,,23.492,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NLD","Netherlands","1995","1995","PC","Percentage","0","Units",,,22.054,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NLD","Netherlands","1997","1997","PC","Percentage","0","Units",,,20.602,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NLD","Netherlands","1999","1999","PC","Percentage","0","Units",,,21.329,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NLD","Netherlands","2001","2001","PC","Percentage","0","Units",,,21.856,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NLD","Netherlands","2003","2003","PC","Percentage","0","Units",,,23.316,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NLD","Netherlands","2005","2005","PC","Percentage","0","Units",,,23.059,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NLD","Netherlands","2007","2007","PC","Percentage","0","Units",,,22.964,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NLD","Netherlands","2009","2009","PC","Percentage","0","Units",,,25.142,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NLD","Netherlands","2011","2011","PC","Percentage","0","Units",,,25.881,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NLD","Netherlands","2013","2013","PC","Percentage","0","Units",,,25.871,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NLD","Netherlands","2015","2015","PC","Percentage","0","Units",,,26.397,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NLD","Netherlands","2017","2017","PC","Percentage","0","Units",,,25.724,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NLD","Netherlands","2019","2019","PC","Percentage","0","Units",,,25.251,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","DNK","Denmark","1995","1995","PC","Percentage","0","Units",,,22.994,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","DNK","Denmark","1997","1997","PC","Percentage","0","Units",,,21.604,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","DNK","Denmark","1999","1999","PC","Percentage","0","Units",,,21.638,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","DNK","Denmark","2001","2001","PC","Percentage","0","Units",,,20.879,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","DNK","Denmark","2003","2003","PC","Percentage","0","Units",,,22.152,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","DNK","Denmark","2005","2005","PC","Percentage","0","Units",,,21.821,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","DNK","Denmark","2007","2007","PC","Percentage","0","Units",,,22.839,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","DNK","Denmark","2009","2009","PC","Percentage","0","Units",,,26.397,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","DNK","Denmark","2011","2011","PC","Percentage","0","Units",,,26.442,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","DNK","Denmark","2013","2013","PC","Percentage","0","Units",,,26.787,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","DNK","Denmark","2015","2015","PC","Percentage","0","Units",,,26.444,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","DNK","Denmark","2017","2017","PC","Percentage","0","Units",,,25.173,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","DNK","Denmark","2019","2019","PC","Percentage","0","Units",,,24.652,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","FRA","France","2001","2001","PC","Percentage","0","Units",,,27.37,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","FRA","France","2003","2003","PC","Percentage","0","Units",,,28.467,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","FRA","France","2005","2005","PC","Percentage","0","Units",,,28.612,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","FRA","France","2007","2007","PC","Percentage","0","Units",,,28.523,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","FRA","France","2009","2009","PC","Percentage","0","Units",,,31.251,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","FRA","France","2011","2011","PC","Percentage","0","Units",,,30.667,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","FRA","France","2013","2013","PC","Percentage","0","Units",,,31.303,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","FRA","France","2015","2015","PC","Percentage","0","Units",,,31.4,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","FRA","France","2017","2017","PC","Percentage","0","Units",,,30.934,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","FRA","France","2019","2019","PC","Percentage","0","Units",,,30.095,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","2001","2001","PC","Percentage","0","Units",,,16.085,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","2003","2003","PC","Percentage","0","Units",,,18.315,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","2005","2005","PC","Percentage","0","Units",,,17.129,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","2007","2007","PC","Percentage","0","Units",,,17.626,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","2009","2009","PC","Percentage","0","Units",,,20.74,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","2011","2011","PC","Percentage","0","Units",,,20.237,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","2013","2013","PC","Percentage","0","Units",,,19.749,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","2015","2015","PC","Percentage","0","Units",,,19.263,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","2017","2017","PC","Percentage","0","Units",,,20.053,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ISL","Iceland","2019","2019","PC","Percentage","0","Units",,,21.419,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NOR","Norway","1995","1995","PC","Percentage","0","Units",,,18.883,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NOR","Norway","1997","1997","PC","Percentage","0","Units",,,17.868,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NOR","Norway","1999","1999","PC","Percentage","0","Units",,,19.19,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NOR","Norway","2001","2001","PC","Percentage","0","Units",,,18.154,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NOR","Norway","2003","2003","PC","Percentage","0","Units",,,20.647,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NOR","Norway","2005","2005","PC","Percentage","0","Units",,,18.069,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NOR","Norway","2007","2007","PC","Percentage","0","Units",,,17.084,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NOR","Norway","2009","2009","PC","Percentage","0","Units",,,19.85,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NOR","Norway","2011","2011","PC","Percentage","0","Units",,,19.219,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NOR","Norway","2013","2013","PC","Percentage","0","Units",,,19.561,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NOR","Norway","2015","2015","PC","Percentage","0","Units",,,21.932,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NOR","Norway","2017","2017","PC","Percentage","0","Units",,,22.355,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","NOR","Norway","2019","2019","PC","Percentage","0","Units",,,22.572,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","CZE","Czech Republic","2001","2001","PC","Percentage","0","Units",,,16.496,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","CZE","Czech Republic","2003","2003","PC","Percentage","0","Units",,,17.404,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","CZE","Czech Republic","2005","2005","PC","Percentage","0","Units",,,16.54,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","CZE","Czech Republic","2007","2007","PC","Percentage","0","Units",,,15.977,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","CZE","Czech Republic","2009","2009","PC","Percentage","0","Units",,,18.549,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","CZE","Czech Republic","2011","2011","PC","Percentage","0","Units",,,18.094,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","CZE","Czech Republic","2013","2013","PC","Percentage","0","Units",,,19.013,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","CZE","Czech Republic","2015","2015","PC","Percentage","0","Units",,,17.765,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","CZE","Czech Republic","2017","2017","PC","Percentage","0","Units",,,17.424,,
"50","Net Total","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","CZE","Czech Republic","2019","2019","PC","Percentage","0","Units",,,17.975,,
