"LOCATION","Country","MEASURE","Measure","AGE","Age group","DEFINITION","Definition","METHODO","Methodology","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"GRC","Greece","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2009","2009","PER","Persons","0","Units",,,10951336,,
"GRC","Greece","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2010","2010","PER","Persons","0","Units",,,10989663,,
"GRC","Greece","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2011","2011","PER","Persons","0","Units",,,10982401,,
"GRC","Greece","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2012","2012","PER","Persons","0","Units",,,10931469,,
"GRC","Greece","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2013","2013","PER","Persons","0","Units",,,10782335,,
"GRC","Greece","HHD","Total number of households","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2004","2004","NBR","Number","0","Units",,,3994189,,
"GRC","Greece","HHD","Total number of households","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2005","2005","NBR","Number","0","Units",,,4009513,,
"GRC","Greece","HHD","Total number of households","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2006","2006","NBR","Number","0","Units",,,4029722,,
"GRC","Greece","HHD","Total number of households","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2007","2007","NBR","Number","0","Units",,,4072175,,
"GRC","Greece","HHD","Total number of households","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2008","2008","NBR","Number","0","Units",,,4114150,,
"GRC","Greece","HHD","Total number of households","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2009","2009","NBR","Number","0","Units",,,4124947,,
"GRC","Greece","HHD","Total number of households","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2010","2010","NBR","Number","0","Units",,,4154528,,
"GRC","Greece","HHD","Total number of households","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2011","2011","NBR","Number","0","Units",,,4172628,,
"GRC","Greece","HHD","Total number of households","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2012","2012","NBR","Number","0","Units",,,4246663,,
"GRC","Greece","HHD","Total number of households","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2013","2013","NBR","Number","0","Units",,,4266745,,
"GRC","Greece","HHD","Total number of households","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2014","2014","NBR","Number","0","Units",,,4195151,,
"GRC","Greece","HHD","Total number of households","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","NBR","Number","0","Units",,,4168784,,
"GRC","Greece","HHD","Total number of households","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","NBR","Number","0","Units",,,4162442,,
"GRC","Greece","HHD","Total number of households","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","NBR","Number","0","Units",,,4125263,,
"GRC","Greece","HHD","Total number of households","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2018","2018","NBR","Number","0","Units",,,4123242,,
"GRC","Greece","HHD","Total number of households","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2019","2019","NBR","Number","0","Units",,,4115678,,
"GRC","Greece","HHD","Total number of households","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2020","2020","NBR","Number","0","Units",,,4108885,,
"GRC","Greece","HHD","Total number of households","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","1986","1986","NBR","Number","0","Units",,,3894201,,
"GRC","Greece","HHD","Total number of households","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","1994","1994","NBR","Number","0","Units",,,4090742,,
"GRC","Greece","HHD","Total number of households","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","1999","1999","NBR","Number","0","Units",,,3797151,,
"GRC","Greece","HHD","Total number of households","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2004","2004","NBR","Number","0","Units",,,3995221,,
"GRC","Greece","HHD","Total number of households","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2005","2005","NBR","Number","0","Units",,,4009245,,
"GRC","Greece","HHD","Total number of households","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2006","2006","NBR","Number","0","Units",,,4029285,,
"GRC","Greece","HHD","Total number of households","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2008","2008","NBR","Number","0","Units",,,4114098,,
"GRC","Greece","HHD","Total number of households","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2009","2009","NBR","Number","0","Units",,,4124947,,
"GRC","Greece","HHD","Total number of households","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2010","2010","NBR","Number","0","Units",,,4154270,,
"GRC","Greece","HHD","Total number of households","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2011","2011","NBR","Number","0","Units",,,4172628,,
"GRC","Greece","HHD","Total number of households","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2012","2012","NBR","Number","0","Units",,,4246663,,
"GRC","Greece","HHD","Total number of households","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2013","2013","NBR","Number","0","Units",,,4266150,,
"HUN","Hungary","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2006","2006","HUF","Forint","0","Units",,,1312885,,
"HUN","Hungary","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2007","2007","HUF","Forint","0","Units",,,1375232,,
"HUN","Hungary","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2008","2008","HUF","Forint","0","Units",,,1507263,,
"HUN","Hungary","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2009","2009","HUF","Forint","0","Units",,,1502142,,
"HUN","Hungary","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2010","2010","HUF","Forint","0","Units",,,1597210,,
"HUN","Hungary","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2011","2011","HUF","Forint","0","Units",,,1681640,,
"HUN","Hungary","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2012","2012","HUF","Forint","0","Units",,,1666571,,
"HUN","Hungary","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2013","2013","HUF","Forint","0","Units",,,1722655,,
"HUN","Hungary","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2014","2014","HUF","Forint","0","Units",,,1804156,,
"HUN","Hungary","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","HUF","Forint","0","Units",,,1894728,,
"HUN","Hungary","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","HUF","Forint","0","Units",,,1963092,,
"HUN","Hungary","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","HUF","Forint","0","Units",,,2117795,,
"HUN","Hungary","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2018","2018","HUF","Forint","0","Units",,,2339399,,
"HUN","Hungary","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2019","2019","HUF","Forint","0","Units",,,2639833,,
"HUN","Hungary","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2020","2020","HUF","Forint","0","Units",,,2676137,,
"HUN","Hungary","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","1991","1991","HUF","Forint","0","Units",,,183873,,
"HUN","Hungary","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","1995","1995","HUF","Forint","0","Units",,,336510,,
"HUN","Hungary","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2000","2000","HUF","Forint","0","Units",,,756388,,
"HUN","Hungary","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2005","2005","HUF","Forint","0","Units",,,1275456,,
"HUN","Hungary","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2007","2007","HUF","Forint","0","Units",,,1393410,,
"HUN","Hungary","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2009","2009","HUF","Forint","0","Units",,,1470731,,
"HUN","Hungary","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2012","2012","HUF","Forint","0","Units",,,1657252,,
"HUN","Hungary","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2006","2006","PER","Persons","0","Units",,,9914857,,
"HUN","Hungary","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2007","2007","PER","Persons","0","Units",,,9900721,,
"HUN","Hungary","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2008","2008","PER","Persons","0","Units",,,9890847,,
"HUN","Hungary","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2009","2009","PER","Persons","0","Units",,,9864897,,
"HUN","Hungary","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2010","2010","PER","Persons","0","Units",,,9805384,,
"HUN","Hungary","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2011","2011","PER","Persons","0","Units",,,9778447,,
"HUN","Hungary","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2012","2012","PER","Persons","0","Units",,,9751464,,
"HUN","Hungary","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2013","2013","PER","Persons","0","Units",,,9725522,,
"HUN","Hungary","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2014","2014","PER","Persons","0","Units",,,9695142,,
"HUN","Hungary","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","PER","Persons","0","Units",,,9669282,,
"HUN","Hungary","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","PER","Persons","0","Units",,,9632327,,
"HUN","Hungary","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","PER","Persons","0","Units",,,9609413,,
"HUN","Hungary","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2018","2018","PER","Persons","0","Units",,,9592359,,
"HUN","Hungary","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2019","2019","PER","Persons","0","Units",,,9578774,,
"HUN","Hungary","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2020","2020","PER","Persons","0","Units",,,9598972,,
"HUN","Hungary","HHD","Total number of households","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2006","2006","NBR","Number","0","Units",,,3810232,,
"HUN","Hungary","HHD","Total number of households","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2007","2007","NBR","Number","0","Units",,,3804259,,
"HUN","Hungary","HHD","Total number of households","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2008","2008","NBR","Number","0","Units",,,3801419,,
"HUN","Hungary","HHD","Total number of households","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2009","2009","NBR","Number","0","Units",,,3792559,,
"HUN","Hungary","HHD","Total number of households","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2010","2010","NBR","Number","0","Units",,,4015186,,
"HUN","Hungary","HHD","Total number of households","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2011","2011","NBR","Number","0","Units",,,4057755,,
"HUN","Hungary","HHD","Total number of households","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2012","2012","NBR","Number","0","Units",,,4084481,,
"HUN","Hungary","HHD","Total number of households","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2013","2013","NBR","Number","0","Units",,,4103883,,
"HUN","Hungary","HHD","Total number of households","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2014","2014","NBR","Number","0","Units",,,4129277,,
"HUN","Hungary","HHD","Total number of households","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","NBR","Number","0","Units",,,4149511,,
"HUN","Hungary","HHD","Total number of households","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","NBR","Number","0","Units",,,4140357,,
"HUN","Hungary","HHD","Total number of households","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","NBR","Number","0","Units",,,4131281,,
"HUN","Hungary","HHD","Total number of households","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2018","2018","NBR","Number","0","Units",,,4123481,,
"HUN","Hungary","HHD","Total number of households","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2019","2019","NBR","Number","0","Units",,,4120011,,
"HUN","Hungary","HHD","Total number of households","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2020","2020","NBR","Number","0","Units",,,4126849,,
"ISL","Iceland","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2004","2004","ISK","Iceland Krona","0","Units",,,2530093,,
"ISL","Iceland","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2005","2005","ISK","Iceland Krona","0","Units",,,2781856,,
"ISL","Iceland","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2006","2006","ISK","Iceland Krona","0","Units",,,3283047,,
"ISL","Iceland","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2007","2007","ISK","Iceland Krona","0","Units",,,3711976,,
"ISL","Iceland","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2008","2008","ISK","Iceland Krona","0","Units",,,4283756,,
"ISL","Iceland","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2009","2009","ISK","Iceland Krona","0","Units",,,3994771,,
"ISL","Iceland","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2010","2010","ISK","Iceland Krona","0","Units",,,3779741,,
"ISL","Iceland","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2011","2011","ISK","Iceland Krona","0","Units",,,3901104,,
"ISL","Iceland","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2012","2012","ISK","Iceland Krona","0","Units",,,4226497,,
"ISL","Iceland","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2013","2013","ISK","Iceland Krona","0","Units",,,4507640,,
"ISL","Iceland","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2014","2014","ISK","Iceland Krona","0","Units",,,4545191,,
"ISL","Iceland","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","ISK","Iceland Krona","0","Units",,,5258681,,
"ISL","Iceland","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","ISK","Iceland Krona","0","Units",,,5692978,,
"ISL","Iceland","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","ISK","Iceland Krona","0","Units",,,5977685,,
"ISL","Iceland","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2004","2004","ISK","Iceland Krona","0","Units",,,2519338,,
"ISL","Iceland","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2005","2005","ISK","Iceland Krona","0","Units",,,2770025,,
"ISL","Iceland","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2006","2006","ISK","Iceland Krona","0","Units",,,3208824,,
"ISL","Iceland","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2007","2007","ISK","Iceland Krona","0","Units",,,3550874,,
"ISL","Iceland","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2008","2008","ISK","Iceland Krona","0","Units",,,4129337,,
"ISL","Iceland","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2009","2009","ISK","Iceland Krona","0","Units",,,3853007,,
"ISL","Iceland","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2010","2010","ISK","Iceland Krona","0","Units",,,3634272,,
"ISL","Iceland","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2011","2011","ISK","Iceland Krona","0","Units",,,3759701,,
"ISL","Iceland","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2012","2012","ISK","Iceland Krona","0","Units",,,4082702,,
"ISL","Iceland","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2013","2013","ISK","Iceland Krona","0","Units",,,4337094,,
"ISL","Iceland","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2004","2004","PER","Persons","0","Units",,,284532,,
"ISL","Iceland","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2005","2005","PER","Persons","0","Units",,,290000,,
"ISL","Iceland","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2006","2006","PER","Persons","0","Units",,,297036,,
"ISL","Iceland","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2007","2007","PER","Persons","0","Units",,,304359,,
"ISL","Iceland","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2008","2008","PER","Persons","0","Units",,,309030,,
"ISL","Iceland","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2009","2009","PER","Persons","0","Units",,,303247,,
"ISL","Iceland","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2010","2010","PER","Persons","0","Units",,,300766,,
"ISL","Iceland","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2011","2011","PER","Persons","0","Units",,,300583,,
"ISL","Iceland","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2012","2012","PER","Persons","0","Units",,,306292,,
"ISL","Iceland","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2013","2013","PER","Persons","0","Units",,,311002,,
"ISL","Iceland","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2014","2014","PER","Persons","0","Units",,,316430,,
"ISL","Iceland","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","PER","Persons","0","Units",,,323994,,
"ISL","Iceland","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","PER","Persons","0","Units",,,338383,,
"ISL","Iceland","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","PER","Persons","0","Units",,,347566,,
"ISL","Iceland","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2004","2004","PER","Persons","0","Units",,,281829,,
"ISL","Iceland","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2005","2005","PER","Persons","0","Units",,,286719,,
"ISL","Iceland","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2006","2006","PER","Persons","0","Units",,,294293,,
"ISL","Iceland","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2007","2007","PER","Persons","0","Units",,,300749,,
"ISL","Iceland","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2008","2008","PER","Persons","0","Units",,,306908,,
"ISL","Iceland","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2009","2009","PER","Persons","0","Units",,,300771,,
"ISL","Iceland","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2010","2010","PER","Persons","0","Units",,,298377,,
"ISL","Iceland","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2011","2011","PER","Persons","0","Units",,,298871,,
"ISL","Iceland","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2012","2012","PER","Persons","0","Units",,,303595,,
"ISL","Iceland","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2013","2013","PER","Persons","0","Units",,,307408,,
"ISL","Iceland","HHD","Total number of households","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2004","2004","NBR","Number","0","Units",,,113056,,
"ISL","Iceland","HHD","Total number of households","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2005","2005","NBR","Number","0","Units",,,114542,,
"ISL","Iceland","HHD","Total number of households","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2006","2006","NBR","Number","0","Units",,,117873,,
"ISL","Iceland","HHD","Total number of households","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2007","2007","NBR","Number","0","Units",,,122003,,
"ISL","Iceland","HHD","Total number of households","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2008","2008","NBR","Number","0","Units",,,126428,,
"ISL","Iceland","HHD","Total number of households","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2009","2009","NBR","Number","0","Units",,,124801,,
"ISL","Iceland","HHD","Total number of households","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2010","2010","NBR","Number","0","Units",,,123135,,
"ISL","Iceland","HHD","Total number of households","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2011","2011","NBR","Number","0","Units",,,124041,,
"ISL","Iceland","HHD","Total number of households","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2012","2012","NBR","Number","0","Units",,,123986,,
"ISL","Iceland","HHD","Total number of households","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2013","2013","NBR","Number","0","Units",,,125442,,
"ISL","Iceland","HHD","Total number of households","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2014","2014","NBR","Number","0","Units",,,129010,,
"ISL","Iceland","HHD","Total number of households","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","NBR","Number","0","Units",,,132580,,
"ISL","Iceland","HHD","Total number of households","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","NBR","Number","0","Units",,,145700,,
"ISL","Iceland","HHD","Total number of households","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","NBR","Number","0","Units",,,149613,,
"ISL","Iceland","HHD","Total number of households","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2004","2004","NBR","Number","0","Units",,,112583,,
"ISL","Iceland","HHD","Total number of households","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2005","2005","NBR","Number","0","Units",,,113926,,
"ISL","Iceland","HHD","Total number of households","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2006","2006","NBR","Number","0","Units",,,117382,,
"ISL","Iceland","HHD","Total number of households","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2007","2007","NBR","Number","0","Units",,,121350,,
"ISL","Iceland","HHD","Total number of households","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2008","2008","NBR","Number","0","Units",,,126018,,
"ISL","Iceland","HHD","Total number of households","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2009","2009","NBR","Number","0","Units",,,124303,,
"ISL","Iceland","HHD","Total number of households","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2010","2010","NBR","Number","0","Units",,,122637,,
"ISL","Iceland","HHD","Total number of households","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2011","2011","NBR","Number","0","Units",,,123710,,
"ISL","Iceland","HHD","Total number of households","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2012","2012","NBR","Number","0","Units",,,123494,,
"ISL","Iceland","HHD","Total number of households","TOT","Total population","CURRENT","Current definition","METH2011","Income definition until 2011","2013","2013","NBR","Number","0","Units",,,124791,,
"IRL","Ireland","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2004","2004","EUR","Euro","0","Units",,,24873,,
"IRL","Ireland","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2005","2005","EUR","Euro","0","Units",,,26795,,
"IRL","Ireland","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2006","2006","EUR","Euro","0","Units",,,29698,,
"IRL","Ireland","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2007","2007","EUR","Euro","0","Units",,,30370,,
"IRL","Ireland","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2008","2008","EUR","Euro","0","Units",,,28778,,
"IRL","Ireland","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2009","2009","EUR","Euro","0","Units",,,26759,,
"IRL","Ireland","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2010","2010","EUR","Euro","0","Units",,,25521,,
"IRL","Ireland","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2011","2011","EUR","Euro","0","Units",,,25368,,
